Dataset 0,,Dataset 1,,Dataset 2,
X,Y,X,Y,X,Y
77.56322661808086,88.97529203539824,117.22355977789344,93.8276814159292,130.6931068887732,95.78878761061948
78.21799626930418,88.91830088495576,118.34602203713344,93.846,131.81556914801317,95.79591150442478
78.31153479090752,88.8206017699115,119.18786873156343,93.85617699115045,132.93803140725313,95.77453982300885
78.49861183411417,88.6984778761062,120.02971542599339,93.77577876106196,134.06049366649313,95.80608849557522
79.10661222453582,88.58398672566372,121.15217768523338,93.82564601769911,135.1829559257331,95.78573451327435
79.083227594135,88.49086725663717,122.27463994447335,93.81445132743363,136.3054181849731,95.76538053097346
79.80815113656081,88.69389823008851,123.39710220371335,93.83989380530974,137.42788044421306,95.78573451327435
80.55645930938746,88.762592920354,124.51956446295331,93.83480530973452,138.55034270345305,95.77861061946903
81.30476748221412,88.66794690265488,125.64202672219331,93.83378761061948,139.67280496269302,95.78776991150443
81.9862624253241,88.58158786346398,126.76448898143327,93.81343362831859,140.795267221933,95.79794690265487
81.95953713343744,88.50918584070797,127.88695124067324,93.82462831858408,141.91772948117298,95.78369911504426
83.13544997645076,88.71854108723136,129.00941349991322,93.78392035398231,143.04019174041295,95.7755575221239
84.01738460871074,88.716796460177,130.1318757591532,93.81953982300885,144.16265399965295,95.7755575221239
84.2044616519174,88.63741592920354,131.16079949678985,93.8252389380531,145.2851162588929,95.77250442477877
84.7656927815374,88.53361061946903,132.18972323442648,93.7330353982301,146.4075785181329,95.77759292035398
85.11312157606406,88.45510240202276,133.31218549366648,93.7218407079646,147.53004077737288,95.7643628318584
85.04630834634739,88.37026991150444,134.43464775290644,93.73914159292036,148.55896451500954,95.76945132743363
86.1220013447857,88.62062389380532,135.55711001214644,93.78697345132744,,
85.9816935623807,88.71069026548673,136.6795722713864,93.81546902654868,,
86.91707877841402,88.53869911504425,137.8020345306264,93.79816814159292,,
86.91707877841402,88.47254867256638,138.92449678986637,93.74117699115045,,
87.99945309982401,88.65398988621997,140.04695904910633,93.75338938053098,,
88.03954103765399,88.71069026548673,141.16942130834633,93.81648672566372,,
89.16200329689397,88.53768141592921,142.2918835675863,93.79816814159292,,
90.28446555613395,88.6435221238938,143.4143458268263,93.7676371681416,,
91.0327737289606,88.63436283185841,144.53680808606626,93.73608849557523,,
91.50046633697727,88.56210619469027,145.65927034530625,93.75949557522125,,
92.34231303140724,88.51020353982301,146.78173260454622,93.81241592920355,,
93.46477529064722,88.55294690265487,147.6235792989762,93.75440707964603,,
94.30662198507721,88.50511504424779,148.4654259934062,93.71369911504425,,
94.8678531146972,88.4155575221239,149.12019564462952,93.74830088495575,,
95.4290842443172,88.35449557522125,,,,
96.27093093874717,88.29445132743363,,,,
97.11277763317716,88.32905309734514,,,,
97.48693171959049,88.43896460176991,,,,
97.99471226543713,88.51878128950696,,,,
98.4223169356238,88.41453982300885,,,,
98.60939397883047,88.32905309734514,,,,
98.85883003643936,88.24865486725665,,,,
99.45124067326046,88.19369911504425,,,,
100.29308736769043,88.12449557522125,,,,
101.22847258372376,88.07106637168143,,,,
102.05161157383307,88.15869026548673,,,,
102.91216597258372,88.06343362831859,,,,
104.12816675342704,88.09192920353983,,,,
104.97001344785703,88.05529203539824,,,,
106.46662979351031,88.07361061946904,,,,
107.3084764879403,88.16011504424779,,,,
108.33740022557696,88.17823008849558,,,,
109.02334938400138,88.2038761061947,,,,
109.27278544161028,88.1489203539823,,,,
109.36632396321359,88.06343362831859,,,,
112.60275681068886,88.10251327433629,,,,
113.29494187055353,88.25730530973452,,,,
113.38848039215686,88.28936283185841,,,,
114.23032708658685,88.21303539823009,,,,
115.04544848913018,88.11664475347662,,,,
115.07217378101682,88.04918584070796,,,,
115.98083370516348,88.23789633375475,,,,
116.00755899705014,88.3280353982301,,,,
116.44407209786569,88.12449557522125,,,,
116.56879012667012,88.05122123893806,,,,
119.00079168835676,88.05610619469027,,,,
